Order_Date,Time,Customer_Id,Product_Category,Product,Sales,Quantity,Order_Priority
04/06/2018,15:07:34,10555,Auto & Accessories,Car Mat,54,1,High
08/08/2018,22:22:54,52258,Auto & Accessories,Car Seat Covers,114,1,High
05/01/2018,20:09:56,54966,Auto & Accessories,Car Pillow & Neck Rest,231,4,Medium
25/09/2018,14:56:04,39523,Auto & Accessories,Car Media Players,140,1,High
06/03/2018,12:33:21,40001,Auto & Accessories,Car Speakers,211,5,High
09/10/2018,01:44:49,37267,Auto & Accessories,Car Body Covers,117,1,Critical
06/07/2018,07:20:14,12042,Auto & Accessories,Car & Bike Care,118,5,Medium
07/03/2018,20:38:18,42466,Auto & Accessories,Tyre,250,5,High
19/03/2018,12:39:44,19340,Auto & Accessories,Bike Tyres,72,1,Medium
22/10/2018,15:36:58,29177,Auto & Accessories,Car Mat,54,1,High
27/04/2018,18:39:50,22020,Auto & Accessories,Car Seat Covers,114,1,Medium
13/12/2018,06:48:39,42850,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
18/03/2018,12:55:41,10727,Auto & Accessories,Car Media Players,140,4,High
04/08/2018,19:06:04,29847,Auto & Accessories,Car Speakers,211,5,Medium
02/10/2018,21:34:16,45771,Auto & Accessories,Car Body Covers,117,5,Medium
22/04/2018,15:25:44,40526,Auto & Accessories,Car & Bike Care,118,5,Medium
24/12/2018,22:02:22,45811,Auto & Accessories,Tyre,250,1,High
21/09/2018,18:03:58,40082,Auto & Accessories,Bike Tyres,72,1,High
09/02/2018,19:56:19,47296,Auto & Accessories,Car Mat,54,4,Critical
21/12/2018,17:01:41,50711,Auto & Accessories,Car Seat Covers,114,4,Critical
26/05/2018,14:23:57,47375,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
20/07/2018,19:23:21,22297,Auto & Accessories,Car Media Players,140,1,High
24/04/2018,00:31:33,36879,Auto & Accessories,Car Speakers,211,1,Medium
13/06/2018,18:32:59,12635,Auto & Accessories,Car Body Covers,117,1,Medium
19/10/2018,16:11:57,23067,Auto & Accessories,Car & Bike Care,118,1,Critical
23/09/2018,21:14:56,37814,Auto & Accessories,Tyre,250,1,High
21/04/2018,10:16:47,50053,Auto & Accessories,Bike Tyres,72,5,Medium
19/09/2018,07:24:54,26628,Auto & Accessories,Car Mat,54,5,Medium
13/12/2018,19:06:38,41931,Auto & Accessories,Car Seat Covers,114,5,Medium
11/11/2018,16:13:27,55198,Auto & Accessories,Car Pillow & Neck Rest,231,4,Medium
29/12/2018,18:08:00,32890,Auto & Accessories,Car Media Players,140,1,High
10/10/2018,13:43:30,56298,Auto & Accessories,Car Speakers,211,1,Medium
15/11/2018,20:51:44,24699,Auto & Accessories,Car Body Covers,117,4,High
29/09/2018,22:31:37,15227,Auto & Accessories,Car & Bike Care,118,1,Medium
16/06/2018,15:06:44,12460,Auto & Accessories,Tyre,250,4,Medium
02/09/2018,20:32:50,26869,Auto & Accessories,Bike Tyres,72,1,Medium
29/10/2018,08:16:35,48193,Auto & Accessories,Car Mat,54,1,Medium
26/02/2018,00:23:35,25191,Auto & Accessories,Car Seat Covers,114,1,High
20/03/2018,21:37:35,53172,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
24/09/2018,20:07:22,29803,Auto & Accessories,Car Media Players,140,1,Critical
13/10/2018,22:03:50,13002,Auto & Accessories,Car Speakers,211,1,Medium
02/09/2018,17:34:41,23101,Auto & Accessories,Car Body Covers,117,5,High
08/04/2018,02:07:46,42545,Auto & Accessories,Car & Bike Care,118,1,High
05/08/2018,12:18:08,36518,Auto & Accessories,Tyre,250,1,Medium
21/06/2018,11:08:14,55202,Auto & Accessories,Bike Tyres,72,4,High
03/09/2018,11:53:18,12788,Auto & Accessories,Car Mat,54,4,Medium
26/06/2018,19:00:49,20670,Auto & Accessories,Car Seat Covers,114,5,Medium
23/07/2018,12:20:12,54757,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
02/10/2018,11:59:53,13613,Auto & Accessories,Car Media Players,140,1,High
21/11/2018,11:21:23,59852,Auto & Accessories,Car Speakers,211,4,Critical
05/04/2018,15:52:26,57472,Auto & Accessories,Car Body Covers,117,5,Critical
20/09/2018,11:33:57,35749,Auto & Accessories,Car & Bike Care,118,1,High
28/04/2018,21:52:00,14470,Auto & Accessories,Tyre,250,1,Medium
23/12/2018,18:28:32,58665,Auto & Accessories,Bike Tyres,72,1,Medium
21/11/2018,21:15:52,31395,Auto & Accessories,Car Mat,54,1,Critical
02/11/2018,12:06:58,36118,Auto & Accessories,Car Seat Covers,114,4,Medium
23/09/2018,01:17:39,16689,Auto & Accessories,Car Pillow & Neck Rest,231,5,Critical
01/05/2018,20:58:47,47684,Auto & Accessories,Car Media Players,140,4,Medium
15/08/2018,14:37:36,42607,Auto & Accessories,Car Speakers,211,4,High
06/10/2018,12:14:02,57010,Auto & Accessories,Car Body Covers,117,1,Medium
17/04/2018,15:28:17,49586,Auto & Accessories,Car & Bike Care,118,1,Critical
24/04/2018,16:15:05,14247,Auto & Accessories,Tyre,250,1,High
30/04/2018,10:14:09,37344,Auto & Accessories,Bike Tyres,72,5,Medium
11/04/2018,15:53:40,25182,Auto & Accessories,Car Mat,54,1,High
07/11/2018,16:33:44,38173,Auto & Accessories,Car Seat Covers,114,1,Critical
24/04/2018,16:40:20,15390,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
04/05/2018,21:00:10,43828,Auto & Accessories,Car Media Players,140,4,Critical
02/04/2018,11:23:14,26944,Auto & Accessories,Car Speakers,211,5,Medium
11/10/2018,11:17:59,31342,Auto & Accessories,Car Body Covers,117,5,High
08/12/2018,16:00:39,56240,Auto & Accessories,Car & Bike Care,118,1,Critical
08/08/2018,23:20:32,58436,Auto & Accessories,Tyre,250,5,Critical
18/10/2018,14:46:51,31631,Auto & Accessories,Bike Tyres,72,1,Medium
04/12/2018,16:52:43,46892,Auto & Accessories,Car Mat,54,1,Medium
14/06/2018,13:21:54,52387,Auto & Accessories,Car Seat Covers,114,1,Medium
01/11/2018,13:30:49,23088,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
29/11/2018,17:06:45,34783,Auto & Accessories,Car Media Players,140,5,Medium
15/12/2018,15:03:09,15848,Auto & Accessories,Car Speakers,211,5,Critical
18/03/2018,20:42:14,50073,Auto & Accessories,Car Body Covers,117,5,High
27/11/2018,13:14:04,35210,Auto & Accessories,Car & Bike Care,118,1,High
11/07/2018,12:41:24,54048,Auto & Accessories,Tyre,250,1,High
05/12/2018,12:55:58,21286,Auto & Accessories,Bike Tyres,72,4,Medium
26/08/2018,17:21:52,59914,Auto & Accessories,Car Mat,54,1,Medium
11/01/2018,11:05:30,55669,Auto & Accessories,Car Seat Covers,114,1,High
17/07/2018,11:11:38,24886,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
01/12/2018,21:44:15,56978,Auto & Accessories,Car Media Players,140,4,Critical
10/10/2018,19:54:44,37711,Auto & Accessories,Car Speakers,211,1,Medium
25/07/2018,17:28:52,18119,Auto & Accessories,Car Body Covers,117,4,High
05/12/2018,09:14:28,41258,Auto & Accessories,Car & Bike Care,118,5,Medium
30/06/2018,13:39:42,31931,Auto & Accessories,Tyre,250,1,Medium
22/02/2018,12:22:40,46942,Auto & Accessories,Bike Tyres,72,1,Critical
25/08/2018,13:02:15,42015,Auto & Accessories,Car Mat,54,1,High
17/03/2018,22:47:33,53494,Auto & Accessories,Car Seat Covers,114,1,Medium
03/11/2018,10:41:12,16523,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
03/10/2018,11:32:48,57333,Auto & Accessories,Car Media Players,140,5,High
17/07/2018,17:47:23,29909,Auto & Accessories,Car Speakers,211,5,Medium
19/11/2018,15:25:06,43624,Auto & Accessories,Car Body Covers,117,1,Medium
02/10/2018,09:54:08,35537,Auto & Accessories,Car & Bike Care,118,1,Medium
12/01/2018,13:29:49,17980,Auto & Accessories,Tyre,250,4,High
05/02/2018,11:29:20,48970,Auto & Accessories,Bike Tyres,72,1,High
16/12/2018,06:19:20,39854,Auto & Accessories,Car Mat,54,1,Medium
18/11/2018,18:30:33,44176,Auto & Accessories,Car Seat Covers,114,1,Medium
29/09/2018,23:08:21,49872,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
01/11/2018,23:01:03,40124,Auto & Accessories,Car Media Players,140,4,Medium
21/11/2018,08:52:46,38262,Auto & Accessories,Car Speakers,211,1,Medium
07/11/2018,22:37:51,56987,Auto & Accessories,Car Body Covers,117,1,High
26/08/2018,09:57:21,28552,Auto & Accessories,Car & Bike Care,118,1,Medium
05/08/2018,13:51:27,55586,Auto & Accessories,Tyre,250,1,High
19/02/2018,08:38:23,37086,Auto & Accessories,Bike Tyres,72,1,High
06/11/2018,05:20:01,26850,Auto & Accessories,Car Mat,54,4,Critical
08/01/2018,12:54:49,55568,Auto & Accessories,Car Seat Covers,114,1,High
07/08/2018,09:27:34,42563,Auto & Accessories,Car Pillow & Neck Rest,231,4,Critical
30/11/2018,12:29:34,43554,Auto & Accessories,Car Media Players,140,1,Medium
28/12/2018,13:55:28,57063,Auto & Accessories,Car Speakers,211,5,High
15/03/2018,13:05:55,10748,Auto & Accessories,Car Body Covers,117,4,Medium
15/10/2018,20:23:00,25485,Auto & Accessories,Car & Bike Care,118,4,High
22/12/2018,22:47:42,57815,Auto & Accessories,Tyre,250,1,High
21/01/2018,11:29:06,59869,Auto & Accessories,Bike Tyres,72,1,Critical
05/11/2018,16:57:29,25769,Auto & Accessories,Car Mat,54,1,Critical
06/05/2018,11:54:20,49187,Auto & Accessories,Car Seat Covers,114,4,High
28/04/2018,19:15:34,18653,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
30/06/2018,14:16:10,16603,Auto & Accessories,Car Media Players,140,1,Medium
15/03/2018,11:15:25,47805,Auto & Accessories,Car Speakers,211,1,High
10/04/2018,16:16:24,54401,Auto & Accessories,Car Body Covers,117,1,High
22/12/2018,12:00:17,52085,Auto & Accessories,Car & Bike Care,118,4,Medium
20/05/2018,16:01:20,30461,Auto & Accessories,Tyre,250,1,Medium
02/03/2018,17:12:18,34268,Auto & Accessories,Bike Tyres,72,1,Critical
20/08/2018,10:27:28,16246,Auto & Accessories,Car Mat,54,1,Medium
07/12/2018,09:44:27,40946,Auto & Accessories,Car Seat Covers,114,1,High
30/05/2018,11:57:15,16385,Auto & Accessories,Car Pillow & Neck Rest,231,5,High
14/07/2018,17:24:41,55816,Auto & Accessories,Car Media Players,140,1,Critical
16/08/2018,16:39:19,40714,Auto & Accessories,Car Speakers,211,1,Critical
28/04/2018,01:16:27,21037,Auto & Accessories,Car Body Covers,117,1,Critical
26/05/2018,23:17:06,56658,Auto & Accessories,Car & Bike Care,118,4,High
16/08/2018,20:01:32,38158,Auto & Accessories,Tyre,250,1,Critical
29/04/2018,16:14:04,41216,Auto & Accessories,Bike Tyres,72,1,Medium
27/04/2018,21:37:11,40564,Auto & Accessories,Car Mat,54,5,Critical
11/12/2018,11:38:14,30501,Auto & Accessories,Car Seat Covers,114,1,Medium
07/04/2018,21:31:13,58755,Auto & Accessories,Car Pillow & Neck Rest,231,1,Critical
20/04/2018,12:49:02,48412,Auto & Accessories,Car Media Players,140,1,High
12/08/2018,11:14:40,32785,Auto & Accessories,Car Speakers,211,1,Medium
13/03/2018,22:46:56,33358,Auto & Accessories,Car Body Covers,117,4,Critical
13/06/2018,13:26:35,55226,Auto & Accessories,Car & Bike Care,118,4,High
23/05/2018,11:09:34,59217,Auto & Accessories,Tyre,250,1,Critical
04/10/2018,11:45:52,33984,Auto & Accessories,Bike Tyres,72,1,Medium
11/11/2018,13:30:14,44266,Auto & Accessories,Car Mat,54,1,High
26/04/2018,19:13:20,40037,Auto & Accessories,Car Seat Covers,114,1,Medium
02/04/2018,13:18:17,22370,Auto & Accessories,Car Pillow & Neck Rest,231,5,Medium
26/05/2018,18:41:31,43729,Auto & Accessories,Car Media Players,140,1,Medium
16/11/2018,17:31:15,45101,Auto & Accessories,Car Speakers,211,5,Critical
16/07/2018,20:05:12,13516,Auto & Accessories,Car Body Covers,117,1,High
20/09/2018,14:34:44,53860,Auto & Accessories,Car & Bike Care,118,1,Medium
28/01/2018,12:09:57,49047,Auto & Accessories,Tyre,250,1,High
11/07/2018,18:36:13,33757,Auto & Accessories,Bike Tyres,72,1,Medium
22/07/2018,19:05:18,36019,Auto & Accessories,Car Mat,54,5,High
13/11/2018,21:47:23,59658,Auto & Accessories,Car Seat Covers,114,1,Medium
29/04/2018,18:09:37,10582,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
01/03/2018,18:14:34,40409,Auto & Accessories,Car Media Players,140,1,High
22/09/2018,17:13:22,14972,Auto & Accessories,Car Speakers,211,5,Medium
27/06/2018,16:31:54,47040,Auto & Accessories,Car Body Covers,117,1,High
02/11/2018,12:06:56,37315,Auto & Accessories,Car & Bike Care,118,5,High
02/05/2018,09:27:02,49501,Auto & Accessories,Tyre,250,1,Critical
18/08/2018,19:45:15,34590,Auto & Accessories,Bike Tyres,72,1,High
25/05/2018,22:27:50,23181,Auto & Accessories,Car Mat,54,5,High
21/12/2018,13:40:15,17919,Auto & Accessories,Car Seat Covers,114,1,High
02/11/2018,23:14:00,46062,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
25/04/2018,14:06:40,42999,Auto & Accessories,Car Media Players,140,1,Critical
19/04/2018,15:53:23,32825,Auto & Accessories,Car Speakers,211,1,High
19/11/2018,21:22:17,36775,Auto & Accessories,Car Body Covers,117,5,Medium
29/06/2018,17:09:54,16828,Auto & Accessories,Car & Bike Care,118,1,Medium
11/08/2018,13:34:44,16636,Auto & Accessories,Tyre,250,5,High
18/11/2018,11:30:57,59687,Auto & Accessories,Bike Tyres,72,1,Medium
11/10/2018,08:33:35,59526,Auto & Accessories,Car Mat,54,5,High
28/08/2018,14:23:31,47167,Auto & Accessories,Car Seat Covers,114,5,Medium
29/10/2018,21:22:46,36838,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
26/01/2018,10:59:29,47466,Auto & Accessories,Car Media Players,140,1,Critical
09/03/2018,06:52:09,55396,Auto & Accessories,Car Speakers,211,1,Medium
23/06/2018,13:57:55,58406,Auto & Accessories,Car Body Covers,117,1,Medium
16/07/2018,23:14:44,44771,Auto & Accessories,Car & Bike Care,118,4,High
03/08/2018,14:26:28,29487,Auto & Accessories,Tyre,250,1,Medium
18/02/2018,17:40:22,58422,Auto & Accessories,Bike Tyres,72,1,Critical
18/09/2018,21:20:40,14107,Auto & Accessories,Car Mat,54,1,High
03/05/2018,23:21:13,55675,Auto & Accessories,Car Seat Covers,114,1,High
18/05/2018,16:10:12,19667,Auto & Accessories,Car Pillow & Neck Rest,231,5,High
05/06/2018,15:05:30,38347,Auto & Accessories,Car Media Players,140,1,Critical
12/09/2018,09:47:35,45589,Auto & Accessories,Car Speakers,211,4,Medium
12/03/2018,07:56:37,28283,Auto & Accessories,Car Body Covers,117,1,High
16/05/2018,13:38:49,57542,Auto & Accessories,Car & Bike Care,118,1,High
01/09/2018,09:50:44,58629,Auto & Accessories,Tyre,250,1,Critical
15/11/2018,11:19:24,27312,Auto & Accessories,Bike Tyres,72,1,High
06/02/2018,21:18:14,22087,Auto & Accessories,Car Mat,54,1,High
28/02/2018,15:22:54,28150,Auto & Accessories,Car Seat Covers,114,1,High
19/09/2018,17:43:10,46110,Auto & Accessories,Car Pillow & Neck Rest,231,5,High
09/05/2018,11:39:21,20359,Auto & Accessories,Car Media Players,140,1,High
05/09/2018,20:42:57,15464,Auto & Accessories,Car Speakers,211,1,Critical
14/10/2018,13:40:50,13358,Auto & Accessories,Car Body Covers,117,5,High
26/10/2018,09:43:53,47247,Auto & Accessories,Car & Bike Care,118,1,Critical
09/09/2018,13:47:43,56414,Auto & Accessories,Tyre,250,1,High
05/12/2018,17:56:53,39134,Auto & Accessories,Bike Tyres,72,1,High
21/10/2018,14:29:10,36090,Auto & Accessories,Car Mat,54,1,High
28/11/2018,23:13:30,46909,Auto & Accessories,Car Seat Covers,114,4,High
08/10/2018,00:23:11,34191,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
10/07/2018,09:41:36,43608,Auto & Accessories,Car Media Players,140,1,High
30/01/2018,13:51:13,52119,Auto & Accessories,Car Speakers,211,1,Medium
23/09/2018,10:59:47,26249,Auto & Accessories,Car Body Covers,117,1,Critical
14/08/2018,19:38:45,44959,Auto & Accessories,Car & Bike Care,118,5,High
04/07/2018,23:13:49,41002,Auto & Accessories,Tyre,250,1,High
08/06/2018,15:11:51,51149,Auto & Accessories,Bike Tyres,72,5,High
20/10/2018,11:46:06,53133,Auto & Accessories,Car Mat,54,1,Medium
24/04/2018,01:44:28,46249,Auto & Accessories,Car Seat Covers,114,1,High
08/08/2018,14:42:14,27348,Auto & Accessories,Car Pillow & Neck Rest,231,5,Critical
16/05/2018,22:13:57,18621,Auto & Accessories,Car Media Players,140,1,Critical
14/10/2018,10:59:13,35041,Auto & Accessories,Car Speakers,211,5,High
03/07/2018,23:03:25,21652,Auto & Accessories,Car Body Covers,117,1,High
25/12/2018,10:49:55,52692,Auto & Accessories,Car & Bike Care,118,1,Critical
04/07/2018,16:36:37,41772,Auto & Accessories,Tyre,250,1,High
05/03/2018,15:26:00,31988,Auto & Accessories,Bike Tyres,72,4,High
23/04/2018,21:16:35,55163,Auto & Accessories,Car Mat,54,1,Medium
24/10/2018,15:02:52,10664,Auto & Accessories,Car Seat Covers,114,1,High
24/10/2018,10:01:06,51916,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
13/08/2018,19:16:22,19280,Auto & Accessories,Car Media Players,140,4,High
04/12/2018,20:22:48,21383,Auto & Accessories,Car Speakers,211,1,High
13/12/2018,23:13:57,52015,Auto & Accessories,Car Body Covers,117,4,Medium
06/08/2018,14:02:03,49583,Auto & Accessories,Car & Bike Care,118,1,High
28/05/2018,23:57:50,47640,Auto & Accessories,Tyre,250,4,Critical
23/04/2018,21:52:43,22506,Auto & Accessories,Bike Tyres,72,1,Critical
10/10/2018,00:43:02,31028,Auto & Accessories,Car Mat,54,1,High
19/09/2018,11:32:09,35735,Auto & Accessories,Car Seat Covers,114,1,Medium
14/03/2018,10:13:08,11485,Auto & Accessories,Car Pillow & Neck Rest,231,4,Medium
10/03/2018,14:21:21,28591,Auto & Accessories,Car Media Players,140,1,Critical
19/02/2018,23:12:15,20950,Auto & Accessories,Car Speakers,211,1,High
03/08/2018,21:44:34,32611,Auto & Accessories,Car Body Covers,117,5,Critical
07/11/2018,14:18:27,33470,Auto & Accessories,Car & Bike Care,118,4,Critical
15/09/2018,16:50:27,40059,Auto & Accessories,Tyre,250,4,High
17/11/2018,21:45:54,48831,Auto & Accessories,Bike Tyres,72,4,High
28/08/2018,01:26:11,20846,Auto & Accessories,Car Mat,54,4,Medium
29/12/2018,13:01:51,32448,Auto & Accessories,Car Seat Covers,114,1,High
15/11/2018,09:48:31,57155,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
26/04/2018,09:32:58,33395,Auto & Accessories,Car Media Players,140,1,High
21/03/2018,11:27:57,52603,Auto & Accessories,Car Speakers,211,1,Critical
14/08/2018,13:48:55,11513,Auto & Accessories,Car Body Covers,117,4,Critical
19/08/2018,21:30:49,58699,Auto & Accessories,Car & Bike Care,118,5,High
08/08/2018,06:48:03,16328,Auto & Accessories,Tyre,250,5,High
09/06/2018,14:25:50,43648,Auto & Accessories,Bike Tyres,72,1,High
28/07/2018,13:10:53,47769,Auto & Accessories,Car Mat,54,1,Medium
22/07/2018,20:05:18,33233,Auto & Accessories,Car Seat Covers,114,5,Medium
06/11/2018,11:32:42,10530,Auto & Accessories,Car Pillow & Neck Rest,231,4,Medium
26/06/2018,17:40:03,44202,Auto & Accessories,Car Media Players,140,4,Critical
12/07/2018,20:36:15,46441,Auto & Accessories,Car Speakers,211,1,Critical
25/04/2018,08:10:50,54043,Auto & Accessories,Car Body Covers,117,1,High
16/06/2018,16:56:12,55324,Auto & Accessories,Car & Bike Care,118,1,High
16/09/2018,13:05:56,12729,Auto & Accessories,Tyre,250,1,Critical
19/12/2018,23:40:11,54067,Auto & Accessories,Bike Tyres,72,1,High
25/04/2018,21:51:29,39226,Auto & Accessories,Car Mat,54,5,Medium
27/10/2018,14:17:09,49325,Auto & Accessories,Car Seat Covers,114,1,High
23/08/2018,19:55:38,23615,Auto & Accessories,Car Pillow & Neck Rest,231,4,High
23/07/2018,12:59:47,23982,Auto & Accessories,Car Media Players,140,1,Medium
03/01/2018,11:54:15,37869,Auto & Accessories,Car Speakers,211,1,High
25/07/2018,22:41:51,23238,Auto & Accessories,Car Body Covers,117,4,High
12/03/2018,14:41:34,28574,Auto & Accessories,Car & Bike Care,118,4,High
30/07/2018,00:16:31,43323,Auto & Accessories,Tyre,250,1,High
15/07/2018,17:29:04,36708,Auto & Accessories,Bike Tyres,72,1,Medium
08/09/2018,23:05:55,27461,Auto & Accessories,Car Mat,54,1,Medium
09/11/2018,17:08:30,57621,Auto & Accessories,Car Seat Covers,114,1,Medium
15/11/2018,17:13:07,58653,Auto & Accessories,Car Pillow & Neck Rest,231,5,Medium
30/09/2018,13:32:47,59269,Auto & Accessories,Car Media Players,140,5,High
10/06/2018,20:50:19,51605,Auto & Accessories,Car Speakers,211,1,Critical
22/06/2018,22:26:08,55209,Auto & Accessories,Car Body Covers,117,1,Critical
09/08/2018,13:48:50,16514,Auto & Accessories,Car & Bike Care,118,1,Medium
24/05/2018,15:41:46,59220,Auto & Accessories,Tyre,250,1,Medium
20/05/2018,12:10:07,22500,Auto & Accessories,Bike Tyres,72,1,High
29/07/2018,21:09:26,21377,Auto & Accessories,Car Mat,54,1,High
21/12/2018,12:06:28,59696,Auto & Accessories,Car Seat Covers,114,4,High
01/05/2018,22:42:32,47851,Auto & Accessories,Car Pillow & Neck Rest,231,5,High
08/11/2018,15:14:17,25693,Auto & Accessories,Car Media Players,140,1,Medium
05/02/2018,22:14:52,21309,Auto & Accessories,Car Speakers,211,1,High
23/08/2018,17:19:08,54279,Auto & Accessories,Car Body Covers,117,1,High
18/06/2018,20:30:36,34566,Auto & Accessories,Car & Bike Care,118,1,Medium
04/05/2018,22:48:55,28413,Auto & Accessories,Tyre,250,4,High
19/01/2018,17:15:44,27383,Auto & Accessories,Bike Tyres,72,1,High
23/06/2018,12:41:06,49189,Auto & Accessories,Car Mat,54,1,Critical
03/02/2018,08:23:32,58789,Auto & Accessories,Car Seat Covers,114,5,High
13/06/2018,16:47:31,41105,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
12/07/2018,00:07:11,21531,Auto & Accessories,Car Media Players,140,1,High
15/02/2018,08:28:52,17856,Auto & Accessories,Car Speakers,211,1,High
29/06/2018,13:52:14,10103,Auto & Accessories,Car Body Covers,117,1,Critical
25/07/2018,23:21:47,36445,Auto & Accessories,Car & Bike Care,118,4,High
17/11/2018,19:10:14,36384,Auto & Accessories,Tyre,250,4,Medium
07/09/2018,12:05:46,57622,Auto & Accessories,Bike Tyres,72,5,High
24/04/2018,16:27:29,25113,Auto & Accessories,Car Mat,54,4,High
26/07/2018,17:46:02,53035,Auto & Accessories,Car Seat Covers,114,5,High
14/12/2018,14:55:08,59796,Auto & Accessories,Car Pillow & Neck Rest,231,1,Critical
06/03/2018,08:27:00,31438,Auto & Accessories,Car Media Players,140,1,Medium
30/07/2018,22:57:22,57114,Auto & Accessories,Car Speakers,211,4,High
19/03/2018,21:19:38,59056,Auto & Accessories,Car Body Covers,117,1,Critical
12/01/2018,14:49:04,31126,Auto & Accessories,Car & Bike Care,118,1,Critical
23/06/2018,07:33:11,36462,Auto & Accessories,Tyre,250,1,Critical
21/03/2018,11:35:22,11046,Auto & Accessories,Bike Tyres,72,1,High
02/06/2018,16:02:11,58536,Auto & Accessories,Car Mat,54,1,Critical
28/05/2018,16:15:22,27545,Auto & Accessories,Car Seat Covers,114,1,High
12/04/2018,20:32:49,36193,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
30/07/2018,14:01:47,38509,Auto & Accessories,Car Media Players,140,1,Medium
10/12/2018,16:43:11,48603,Auto & Accessories,Car Speakers,211,1,Medium
19/12/2018,19:51:05,23693,Auto & Accessories,Car Body Covers,117,5,High
25/02/2018,13:51:01,37205,Auto & Accessories,Car & Bike Care,118,1,High
27/10/2018,18:24:27,20163,Auto & Accessories,Tyre,250,5,High
23/08/2018,10:06:46,40576,Auto & Accessories,Bike Tyres,72,1,Medium
23/08/2018,14:29:49,14162,Auto & Accessories,Car Mat,54,5,Medium
15/09/2018,17:27:03,28310,Auto & Accessories,Car Seat Covers,114,5,Critical
25/11/2018,20:57:41,54213,Auto & Accessories,Car Pillow & Neck Rest,231,4,Critical
27/10/2018,10:58:32,40749,Auto & Accessories,Car Media Players,140,1,High
17/10/2018,22:17:36,50101,Auto & Accessories,Car Speakers,211,1,High
17/05/2018,21:13:16,57345,Auto & Accessories,Car Body Covers,117,4,Medium
19/06/2018,13:13:25,21465,Auto & Accessories,Car & Bike Care,118,1,Medium
14/08/2018,21:52:16,28335,Auto & Accessories,Tyre,250,1,High
26/10/2018,10:52:43,16677,Auto & Accessories,Bike Tyres,72,5,Medium
13/01/2018,10:57:56,59773,Auto & Accessories,Car Mat,54,4,Medium
06/10/2018,13:36:53,37459,Auto & Accessories,Car Seat Covers,114,1,High
16/11/2018,12:15:39,47375,Auto & Accessories,Car Pillow & Neck Rest,231,1,High
16/04/2018,12:08:03,19654,Auto & Accessories,Car Media Players,140,1,High
27/10/2018,10:15:36,26443,Auto & Accessories,Car Speakers,211,1,Critical
24/07/2018,19:26:30,31408,Auto & Accessories,Car Body Covers,117,4,High
04/07/2018,14:45:20,22008,Auto & Accessories,Car & Bike Care,118,5,Medium
16/08/2018,12:57:20,46918,Auto & Accessories,Tyre,250,1,High
29/03/2018,11:47:28,16201,Auto & Accessories,Bike Tyres,72,1,Medium
23/05/2018,16:32:06,22028,Auto & Accessories,Car Mat,54,1,High
24/04/2018,10:19:23,29698,Auto & Accessories,Car Seat Covers,114,1,Medium
05/09/2018,20:15:38,23080,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
07/07/2018,09:14:09,46595,Auto & Accessories,Car Media Players,140,4,Medium
28/11/2018,18:19:32,16658,Auto & Accessories,Car Speakers,211,1,Critical
13/06/2018,20:42:27,41476,Auto & Accessories,Car Body Covers,117,5,Critical
20/11/2018,20:11:55,37527,Auto & Accessories,Car & Bike Care,118,1,Medium
30/07/2018,10:01:10,12974,Auto & Accessories,Tyre,250,1,Critical
26/07/2018,07:54:12,57487,Auto & Accessories,Bike Tyres,72,1,Medium
10/08/2018,13:18:14,28373,Auto & Accessories,Car Mat,54,1,Medium
23/03/2018,22:03:24,39420,Auto & Accessories,Car Seat Covers,114,4,Medium
27/08/2018,22:34:44,37693,Auto & Accessories,Car Pillow & Neck Rest,231,1,Medium
16/10/2018,21:09:41,19276,Auto & Accessories,Car Media Players,140,4,High
23/12/2018,13:40:32,26835,Auto & Accessories,Car Speakers,211,5,High
06/04/2018,13:48:10,11349,Auto & Accessories,Car Body Covers,117,1,Medium
26/06/2018,15:37:27,28996,Auto & Accessories,Car & Bike Care,118,5,High
28/07/2018,13:09:32,33551,Auto & Accessories,Tyre,250,1,Medium
24/03/2018,19:23:28,18084,Auto & Accessories,Bike Tyres,72,5,Critical
06/01/2018,11:05:43,42164,Auto & Accessories,Car Mat,54,1,Medium
11/01/2018,14:49:49,57684,Auto & Accessories,Car Seat Covers,114,1,Medium
20/12/2018,13:20:53,56282,Auto & Accessories,Car Pillow & Neck Rest,231,5,Medium
11/10/2018,11:50:32,58115,Auto & Accessories,Car Media Players,140,1,Medium
27/12/2018,11:13:28,31917,Auto & Accessories,Car Speakers,211,1,High
